Pattern String,Frequency,Sequence Support,Average Pattern Frequency,Proportional Pattern Frequency
BBC,626,1,26.08333333,0.014047528
CDD,600,1,25,0.013464085
BBB,1886,1,78.58333333,0.042322106
BCD,279,1,11.625,0.006260799
BCC,379,1,15.79166667,0.008504813
DCB,212,1,8.833333333,0.00475731
DCD,169,1,7.041666667,0.003792384
CBB,634,1,26.41666667,0.014227049
DDC,533,1,22.20833333,0.011960595
DDD,1621,1,67.54166667,0.036375468
CCB,478,1,19.91666667,0.010726387
CCD,455,1,18.95833333,0.010210264
DDCB,81,1,3.375,0.001818631
CBBB,257,1,10.70833333,0.005770224
CCBB,205,1,8.541666667,0.004602708
CDC,375,0.958333333,15.625,0.008415053
BCB,207,0.958333333,8.625,0.004645109
BDD,292,0.958333333,12.16666667,0.006552521
EBB,205,0.958333333,8.541666667,0.004600229
DBB,363,0.958333333,15.125,0.008145771
DCC,386,0.958333333,16.08333333,0.008661894
CCC,667,0.958333333,27.79166667,0.014967574
BBBB,919,0.958333333,38.29166667,0.020633602
BBCD,114,0.958333333,4.75,0.002559555
CCDD,184,0.958333333,7.666666667,0.004131211
DCBB,93,0.958333333,3.875,0.002088058
BBD,340,0.916666667,14.16666667,0.007629648
HHH,716,0.916666667,29.83333333,0.016067141
DCE,153,0.916666667,6.375,0.003433342
DDF,88,0.916666667,3.666666667,0.001974732
BBBC,269,0.916666667,11.20833333,0.006039651
DDDC,167,0.916666667,6.958333333,0.003749523
DDCC,151,0.916666667,6.291666667,0.003390287
DDDD,853,0.916666667,35.54166667,0.019151755
CCCC,246,0.916666667,10.25,0.005523249
CDDD,189,0.916666667,7.875,0.004243472
CDDC,173,0.916666667,7.208333333,0.003884236
BDC,84,0.875,3.5,0.001884972
FCB,144,0.875,6,0.00323138
ECD,128,0.875,5.333333333,0.002872338
FFC,148,0.875,6.166666667,0.003321141
EDD,238,0.875,9.916666667,0.005340754
DDB,314,0.875,13.08333333,0.007046204
CBD,115,0.875,4.791666667,0.002580616
CBC,357,0.875,14.875,0.00801113
BBCB,88,0.875,3.666666667,0.001975796
BBBD,161,0.875,6.708333333,0.003614809
BBCC,200,0.875,8.333333333,0.004490447
HHHH,528,0.875,22,0.011854779
BCBB,88,0.875,3.666666667,0.001975796
CBBC,151,0.875,6.291666667,0.003390287
CCCB,129,0.875,5.375,0.002896338
CCDC,120,0.875,5,0.002694268
CCCD,103,0.875,4.291666667,0.00231258
DBBB,174,0.875,7.25,0.003906689
DCCC,103,0.875,4.291666667,0.00231258
BBBBB,479,0.875,19.95833333,0.010760418
CDB,127,0.833333333,5.291666667,0.002849898
BBE,191,0.833333333,7.958333333,0.004286067
DFF,76,0.833333333,3.166666667,0.001705451
BDB,80,0.833333333,3.333333333,0.001795211
FCD,106,0.833333333,4.416666667,0.002378655
ECB,119,0.833333333,4.958333333,0.002670377
DBC,84,0.833333333,3.5,0.001884972
DDE,276,0.833333333,11.5,0.006193479
DEE,119,0.833333333,4.958333333,0.002670377
CCF,189,0.833333333,7.875,0.004241187
BCCD,96,0.833333333,4,0.002155414
BCCC,97,0.833333333,4.041666667,0.002177867
CBCC,93,0.833333333,3.875,0.002088058
CBDD,49,0.833333333,2.041666667,0.001100159
BDBB,47,0.833333333,1.958333333,0.001055255
CCBC,105,0.833333333,4.375,0.002357484
DCCD,73,0.833333333,3.041666667,0.001639013
CDDDD,86,0.833333333,3.583333333,0.001931933
CCBBB,91,0.833333333,3.791666667,0.002044255
DDCBB,35,0.833333333,1.458333333,7.86E-04
DDDDC,71,0.833333333,2.958333333,0.001594968
DBBBB,96,0.833333333,4,0.002156576
CDE,84,0.791666667,3.5,0.001884972
BBH,57,0.791666667,2.375,0.001279088
CEE,129,0.791666667,5.375,0.002894778
CFF,106,0.791666667,4.416666667,0.002378655
FFF,87,0.791666667,3.625,0.001952292
EEC,149,0.791666667,6.208333333,0.003343581
EEB,96,0.791666667,4,0.002154254
DCF,69,0.791666667,2.875,0.00154837
DDBB,177,0.791666667,7.375,0.003974045
DDCD,68,0.791666667,2.833333333,0.001526752
BCCB,64,0.791666667,2.666666667,0.001436943
CDCB,73,0.791666667,3.041666667,0.001639013
DCCB,93,0.791666667,3.875,0.002088058
BBBBC,118,0.791666667,4.916666667,0.002650792
HHHHH,406,0.791666667,16.91666667,0.009120521
DDDDD,495,0.791666667,20.625,0.011119847
BBF,109,0.75,4.541666667,0.002445975
CFC,282,0.75,11.75,0.00632812
BHH,80,0.75,3.333333333,0.001795211
FBB,146,0.75,6.083333333,0.003276261
FCC,189,0.75,7.875,0.004241187
FDD,120,0.75,5,0.002692817
EBC,45,0.75,1.875,0.001009806
EED,115,0.75,4.791666667,0.002580616
CCE,126,0.75,5.25,0.002827458
BBDD,167,0.75,6.958333333,0.003749523
DDDB,119,0.75,4.958333333,0.002671816
DDCE,92,0.75,3.833333333,0.002065605
BCDD,81,0.75,3.375,0.001818631
BCDC,84,0.75,3.5,0.001885988
FCBB,53,0.75,2.208333333,0.001189968
BDDD,105,0.75,4.375,0.002357484
CCFC,78,0.75,3.25,0.001751274
CDCD,52,0.75,2.166666667,0.001167516
CDCC,119,0.75,4.958333333,0.002671816
DCDD,84,0.75,3.5,0.001885988
BBBBD,83,0.75,3.458333333,0.00186454
BBBCD,56,0.75,2.333333333,0.001258003
BBBCC,76,0.75,3.166666667,0.00170729
BBCCD,50,0.75,2.083333333,0.001123217
CCDDD,56,0.75,2.333333333,0.001258003
CBBBB,102,0.75,4.25,0.002291362
DCCCC,42,0.75,1.75,9.44E-04
HHHHHH,321,0.75,13.375,0.007214942
HHHHHHH,257,0.75,10.70833333,0.005779567
CEC,87,0.708333333,3.625,0.001952292
BCF,157,0.708333333,6.541666667,0.003523102
CFB,74,0.708333333,3.083333333,0.00166057
BFC,60,0.708333333,2.5,0.001346408
BFF,56,0.708333333,2.333333333,0.001256648
DBD,70,0.708333333,2.916666667,0.00157081
BBDB,50,0.708333333,2.083333333,0.001122612
DDEE,64,0.708333333,2.666666667,0.001436943
ECDD,50,0.708333333,2.083333333,0.001122612
CFCB,60,0.708333333,2.5,0.001347134
BDDC,39,0.708333333,1.625,8.76E-04
EEBB,55,0.708333333,2.291666667,0.001234873
CCDB,31,0.708333333,1.291666667,6.96E-04
CDDB,43,0.708333333,1.791666667,9.65E-04
EBBB,81,0.708333333,3.375,0.001818631
BBCCC,51,0.708333333,2.125,0.001145681
CCCDD,43,0.708333333,1.791666667,9.66E-04
CCCBB,62,0.708333333,2.583333333,0.001392789
CCDDC,50,0.708333333,2.083333333,0.001123217
CBBBC,59,0.708333333,2.458333333,0.001325396
DCBBB,32,0.708333333,1.333333333,7.19E-04
BBBBBB,269,0.708333333,11.20833333,0.006046167
CDF,48,0.666666667,2,0.001077127
CFD,76,0.666666667,3.166666667,0.001705451
BEE,85,0.666666667,3.541666667,0.001907412
CHH,38,0.666666667,1.583333333,8.53E-04
ECC,153,0.666666667,6.375,0.003433342
FFB,57,0.666666667,2.375,0.001279088
FFD,61,0.666666667,2.541666667,0.001368849
DEC,98,0.666666667,4.083333333,0.002199134
BBBE,91,0.666666667,3.791666667,0.002043153
BBDC,35,0.666666667,1.458333333,7.86E-04
DDDE,95,0.666666667,3.958333333,0.002132962
BBHH,45,0.666666667,1.875,0.00101035
ECBB,53,0.666666667,2.208333333,0.001189968
CFCC,83,0.666666667,3.458333333,0.001863535
CBCB,60,0.666666667,2.5,0.001347134
CBBD,44,0.666666667,1.833333333,9.88E-04
CCCF,36,0.666666667,1.5,8.08E-04
EEDD,63,0.666666667,2.625,0.001414491
DBBC,35,0.666666667,1.458333333,7.86E-04
FDDD,49,0.666666667,2.041666667,0.001100159
CDBB,52,0.666666667,2.166666667,0.001167516
BBBDD,87,0.666666667,3.625,0.001954397
CDDCB,26,0.666666667,1.083333333,5.84E-04
CDDCC,59,0.666666667,2.458333333,0.001325396
CCBBC,53,0.666666667,2.208333333,0.00119061
DDBBB,90,0.666666667,3.75,0.00202179
DCCBB,39,0.666666667,1.625,8.76E-04
CDDDDD,41,0.666666667,1.708333333,9.22E-04
CED,64,0.625,2.666666667,0.001436169
BEC,58,0.625,2.416666667,0.001301528
HHC,56,0.625,2.333333333,0.001256648
HHB,53,0.625,2.208333333,0.001189327
EEE,121,0.625,5.041666667,0.002715257
EEF,50,0.625,2.083333333,0.001122007
DDFF,36,0.625,1.5,8.08E-04
BCBC,60,0.625,2.5,0.001347134
BCCF,50,0.625,2.083333333,0.001122612
BCFC,66,0.625,2.75,0.001481847
CBCD,81,0.625,3.375,0.001818631
EDDD,70,0.625,2.916666667,0.001571656
FCDD,37,0.625,1.541666667,8.31E-04
FCCB,41,0.625,1.708333333,9.21E-04
FCCD,34,0.625,1.416666667,7.63E-04
BHHH,49,0.625,2.041666667,0.001100159
DCDC,34,0.625,1.416666667,7.63E-04
DCEE,47,0.625,1.958333333,0.001055255
BBCDC,34,0.625,1.416666667,7.64E-04
CDCBB,32,0.625,1.333333333,7.19E-04
CCCCB,45,0.625,1.875,0.001010895
CBBCC,59,0.625,2.458333333,0.001325396
DDCCC,37,0.625,1.541666667,8.31E-04
DDDBB,69,0.625,2.875,0.001550039
BBBBCD,25,0.625,1.041666667,5.62E-04
BBBBBC,56,0.625,2.333333333,0.001258682
DDBBBB,53,0.625,2.208333333,0.001191252
DDDDDC,38,0.625,1.583333333,8.54E-04
DBBBBB,50,0.625,2.083333333,0.001123823
DFC,28,0.583333333,1.166666667,6.28E-04
CEB,47,0.583333333,1.958333333,0.001054687
BCE,61,0.583333333,2.541666667,0.001368849
FCF,44,0.583333333,1.833333333,9.87E-04
FDC,37,0.583333333,1.541666667,8.30E-04
ECF,53,0.583333333,2.208333333,0.001189327
EDE,65,0.583333333,2.708333333,0.001458609
EFF,51,0.583333333,2.125,0.001144447
CBF,43,0.583333333,1.791666667,9.65E-04
DEB,70,0.583333333,2.916666667,0.00157081
DED,81,0.583333333,3.375,0.001817651
FFCD,30,0.583333333,1.25,6.74E-04
FFCB,29,0.583333333,1.208333333,6.51E-04
FBBB,68,0.583333333,2.833333333,0.001526752
CFFC,45,0.583333333,1.875,0.00101035
EDDC,35,0.583333333,1.458333333,7.86E-04
CCBD,41,0.583333333,1.708333333,9.21E-04
CCFF,35,0.583333333,1.458333333,7.86E-04
BDDDD,41,0.583333333,1.708333333,9.21E-04
BCDDC,29,0.583333333,1.208333333,6.51E-04
BCCCB,22,0.583333333,0.916666667,4.94E-04
BBBCB,42,0.583333333,1.75,9.44E-04
BBCBB,38,0.583333333,1.583333333,8.54E-04
BBDDD,63,0.583333333,2.625,0.001415253
CDDBB,23,0.583333333,0.958333333,5.17E-04
BBDBB,30,0.583333333,1.25,6.74E-04
CCDCC,50,0.583333333,2.083333333,0.001123217
CBBCB,24,0.583333333,1,5.39E-04
DDCDD,40,0.583333333,1.666666667,8.99E-04
DDCCD,27,0.583333333,1.125,6.07E-04
CBCCC,26,0.583333333,1.083333333,5.84E-04
CBDDD,17,0.583333333,0.708333333,3.82E-04
DCCDD,34,0.583333333,1.416666667,7.64E-04
CBBBBB,43,0.583333333,1.791666667,9.66E-04
CCDDDD,29,0.583333333,1.208333333,6.52E-04
DDDDDD,303,0.583333333,12.625,0.006810366
EHH,18,0.541666667,0.75,4.04E-04
BDF,27,0.541666667,1.125,6.06E-04
HBB,40,0.541666667,1.666666667,8.98E-04
GCC,30,0.541666667,1.25,6.73E-04
GGC,60,0.541666667,2.5,0.001346408
DBF,21,0.541666667,0.875,4.71E-04
CBE,43,0.541666667,1.791666667,9.65E-04
CEBB,25,0.541666667,1.041666667,5.61E-04
CEED,25,0.541666667,1.041666667,5.61E-04
DDBD,29,0.541666667,1.208333333,6.51E-04
BBFC,28,0.541666667,1.166666667,6.29E-04
BBEE,45,0.541666667,1.875,0.00101035
DDEC,47,0.541666667,1.958333333,0.001055255
FFBB,37,0.541666667,1.541666667,8.31E-04
ECCD,27,0.541666667,1.125,6.06E-04
FFDD,30,0.541666667,1.25,6.74E-04
HHHC,38,0.541666667,1.583333333,8.53E-04
CBCF,44,0.541666667,1.833333333,9.88E-04
FCBC,42,0.541666667,1.75,9.43E-04
FCCC,50,0.541666667,2.083333333,0.001122612
BDDB,44,0.541666667,1.833333333,9.88E-04
DBBD,45,0.541666667,1.875,0.00101035
BCBCC,19,0.541666667,0.791666667,4.27E-04
BCDDD,24,0.541666667,1,5.39E-04
BCCDD,41,0.541666667,1.708333333,9.21E-04
BBCDD,34,0.541666667,1.416666667,7.64E-04
CDCCD,26,0.541666667,1.083333333,5.84E-04
BBCCB,33,0.541666667,1.375,7.41E-04
CDBBB,23,0.541666667,0.958333333,5.17E-04
CDDDC,35,0.541666667,1.458333333,7.86E-04
CDDCD,22,0.541666667,0.916666667,4.94E-04
CDCDD,18,0.541666667,0.75,4.04E-04
CCCCD,37,0.541666667,1.541666667,8.31E-04
CCCCC,103,0.541666667,4.291666667,0.002313827
BHHHH,30,0.541666667,1.25,6.74E-04
BBHHH,25,0.541666667,1.041666667,5.62E-04
DDCCB,40,0.541666667,1.666666667,8.99E-04
CBCCD,24,0.541666667,1,5.39E-04
CCFCB,18,0.541666667,0.75,4.04E-04
DDDDB,49,0.541666667,2.041666667,0.001100753
EEBBB,32,0.541666667,1.333333333,7.19E-04
EEDDD,23,0.541666667,0.958333333,5.17E-04
DCDDD,33,0.541666667,1.375,7.41E-04
DCDDC,27,0.541666667,1.125,6.07E-04
BHHHHH,23,0.541666667,0.958333333,5.17E-04
BBBBBBB,165,0.541666667,6.875,0.003710617
DDDDDDD,193,0.541666667,8.041666667,0.004340297
BDE,32,0.5,1.333333333,7.18E-04
BFD,22,0.5,0.916666667,4.94E-04
HHE,21,0.5,0.875,4.71E-04
FDB,31,0.5,1.291666667,6.96E-04
GGG,115,0.5,4.791666667,0.002580616
ECE,36,0.5,1.5,8.08E-04
FFE,28,0.5,1.166666667,6.28E-04
EDC,35,0.5,1.458333333,7.85E-04
FHH,28,0.5,1.166666667,6.28E-04
CEDD,29,0.5,1.208333333,6.51E-04
BBCF,63,0.5,2.625,0.001414491
DDBC,34,0.5,1.416666667,7.63E-04
DDDF,31,0.5,1.291666667,6.96E-04
HHBB,34,0.5,1.416666667,7.63E-04
HHHB,37,0.5,1.541666667,8.31E-04
CFBB,38,0.5,1.583333333,8.53E-04
BCDB,34,0.5,1.416666667,7.63E-04
BCCE,24,0.5,1,5.39E-04
FCDC,24,0.5,1,5.39E-04
EECB,27,0.5,1.125,6.06E-04
DBCD,23,0.5,0.958333333,5.16E-04
EEEE,35,0.5,1.458333333,7.86E-04
GGCC,18,0.5,0.75,4.04E-04
CDBC,29,0.5,1.208333333,6.51E-04
DCBC,41,0.5,1.708333333,9.21E-04
DCFC,29,0.5,1.208333333,6.51E-04
EBBC,24,0.5,1,5.39E-04
BCCBB,25,0.5,1.041666667,5.62E-04
BCDCC,26,0.5,1.083333333,5.84E-04
BCCCC,24,0.5,1,5.39E-04
BCCDC,17,0.5,0.708333333,3.82E-04
BBBBE,39,0.5,1.625,8.76E-04
CDCCC,36,0.5,1.5,8.09E-04
ECDDD,18,0.5,0.75,4.04E-04
BBDDB,29,0.5,1.208333333,6.51E-04
CDDCE,31,0.5,1.291666667,6.96E-04
CCBCB,22,0.5,0.916666667,4.94E-04
CCCBC,25,0.5,1.041666667,5.62E-04
FDDDD,29,0.5,1.208333333,6.51E-04
CBBCD,16,0.5,0.666666667,3.59E-04
CBCFC,27,0.5,1.125,6.07E-04
CBCBB,26,0.5,1.083333333,5.84E-04
DDDEE,22,0.5,0.916666667,4.94E-04
DDDCE,28,0.5,1.166666667,6.29E-04
DDDCC,50,0.5,2.083333333,0.001123217
DCCCD,21,0.5,0.875,4.72E-04
BDBBB,25,0.5,1.041666667,5.62E-04
BDBBD,14,0.5,0.583333333,3.15E-04
DBBBC,16,0.5,0.666666667,3.59E-04
CFCBB,20,0.5,0.833333333,4.49E-04
CFCCD,15,0.5,0.625,3.37E-04
BBBCCD,20,0.5,0.833333333,4.50E-04
CCBBBC,22,0.5,0.916666667,4.94E-04
CBBBBBB,21,0.5,0.875,4.72E-04
CDDDDDD,26,0.5,1.083333333,5.85E-04
DFB,23,0.458333333,0.958333333,5.16E-04
DFD,40,0.458333333,1.666666667,8.98E-04
DHH,46,0.458333333,1.916666667,0.001032246
HDD,30,0.458333333,1.25,6.73E-04
FBC,27,0.458333333,1.125,6.06E-04
HHD,36,0.458333333,1.5,8.08E-04
FEE,37,0.458333333,1.541666667,8.30E-04
BBBH,31,0.458333333,1.291666667,6.96E-04
BBBF,30,0.458333333,1.25,6.74E-04
CEEC,36,0.458333333,1.5,8.08E-04
BBEC,37,0.458333333,1.541666667,8.31E-04
BBDE,19,0.458333333,0.791666667,4.27E-04
FFCC,50,0.458333333,2.083333333,0.001122612
DDEB,39,0.458333333,1.625,8.76E-04
BBFF,28,0.458333333,1.166666667,6.29E-04
ECBC,27,0.458333333,1.125,6.06E-04
CFCD,46,0.458333333,1.916666667,0.001032803
CFDD,36,0.458333333,1.5,8.08E-04
CFFF,15,0.458333333,0.625,3.37E-04
EHHH,15,0.458333333,0.625,3.37E-04
CBBF,19,0.458333333,0.791666667,4.27E-04
EDDE,59,0.458333333,2.458333333,0.001324682
FCFC,23,0.458333333,0.958333333,5.16E-04
CCBF,15,0.458333333,0.625,3.37E-04
CCFB,17,0.458333333,0.708333333,3.82E-04
EEED,18,0.458333333,0.75,4.04E-04
EECC,46,0.458333333,1.916666667,0.001032803
EECD,28,0.458333333,1.166666667,6.29E-04
FHHH,21,0.458333333,0.875,4.71E-04
GGGG,39,0.458333333,1.625,8.76E-04
CHHH,23,0.458333333,0.958333333,5.16E-04
CDCE,21,0.458333333,0.875,4.71E-04
CDDF,18,0.458333333,0.75,4.04E-04
CDDE,52,0.458333333,2.166666667,0.001167516
DCCF,31,0.458333333,1.291666667,6.96E-04
DCEC,18,0.458333333,0.75,4.04E-04
EBBD,14,0.458333333,0.583333333,3.14E-04
EDDDD,30,0.458333333,1.25,6.74E-04
BCBBB,35,0.458333333,1.458333333,7.86E-04
BBBCF,29,0.458333333,1.208333333,6.51E-04
CDCCB,22,0.458333333,0.916666667,4.94E-04
BBCCF,26,0.458333333,1.083333333,5.84E-04
BCFCC,20,0.458333333,0.833333333,4.49E-04
BBBDB,26,0.458333333,1.083333333,5.84E-04
EBBBB,40,0.458333333,1.666666667,8.99E-04
CCBDD,19,0.458333333,0.791666667,4.27E-04
CCCFC,19,0.458333333,0.791666667,4.27E-04
FCBBB,20,0.458333333,0.833333333,4.49E-04
FCCCC,23,0.458333333,0.958333333,5.17E-04
FCCBB,24,0.458333333,1,5.39E-04
DDCEE,30,0.458333333,1.25,6.74E-04
CBCDD,25,0.458333333,1.041666667,5.62E-04
HHHHC,29,0.458333333,1.208333333,6.51E-04
DDDDE,39,0.458333333,1.625,8.76E-04
DDDCB,25,0.458333333,1.041666667,5.62E-04
DCBBC,20,0.458333333,0.833333333,4.49E-04
CFCCB,17,0.458333333,0.708333333,3.82E-04
BBBDDD,36,0.458333333,1.5,8.09E-04
BBCCDD,26,0.458333333,1.083333333,5.84E-04
BBBBCC,32,0.458333333,1.333333333,7.19E-04
BBBBBD,42,0.458333333,1.75,9.44E-04
BBBBDD,50,0.458333333,2.083333333,0.001123823
BBDDDD,26,0.458333333,1.083333333,5.84E-04
CCCBBB,29,0.458333333,1.208333333,6.52E-04
DDDBBB,41,0.458333333,1.708333333,9.22E-04
DCCBBB,20,0.458333333,0.833333333,4.50E-04
BHHHHHH,18,0.458333333,0.75,4.05E-04
DDBBBBB,29,0.458333333,1.208333333,6.52E-04
CFE,27,0.416666667,1.125,6.06E-04
BFB,30,0.416666667,1.25,6.73E-04
BGG,51,0.416666667,2.125,0.001144447
HCD,27,0.416666667,1.125,6.06E-04
GBB,44,0.416666667,1.833333333,9.87E-04
FCE,28,0.416666667,1.166666667,6.28E-04
FEB,18,0.416666667,0.75,4.04E-04
EDB,29,0.416666667,1.208333333,6.51E-04
FGG,19,0.416666667,0.791666667,4.26E-04
EFC,19,0.416666667,0.791666667,4.26E-04
CCG,21,0.416666667,0.875,4.71E-04
BFFC,15,0.416666667,0.625,3.37E-04
CECC,21,0.416666667,0.875,4.71E-04
BBCE,25,0.416666667,1.041666667,5.61E-04
DDCF,22,0.416666667,0.916666667,4.94E-04
ECCB,38,0.416666667,1.583333333,8.53E-04
FFFC,29,0.416666667,1.208333333,6.51E-04
ECCC,32,0.416666667,1.333333333,7.18E-04
HHDD,20,0.416666667,0.833333333,4.49E-04
DECC,16,0.416666667,0.666666667,3.59E-04
DEEC,26,0.416666667,1.083333333,5.84E-04
DEED,30,0.416666667,1.25,6.74E-04
FCCF,19,0.416666667,0.791666667,4.27E-04
BDFF,12,0.416666667,0.5,2.69E-04
CCEC,20,0.416666667,0.833333333,4.49E-04
CCFD,20,0.416666667,0.833333333,4.49E-04
DBCB,17,0.416666667,0.708333333,3.82E-04
CDCF,19,0.416666667,0.791666667,4.27E-04
DCEB,19,0.416666667,0.791666667,4.27E-04
EBCC,14,0.416666667,0.583333333,3.14E-04
BCCBC,19,0.416666667,0.791666667,4.27E-04
FFDDD,13,0.416666667,0.541666667,2.92E-04
BCBBC,17,0.416666667,0.708333333,3.82E-04
BCDBB,17,0.416666667,0.708333333,3.82E-04
ECBBB,21,0.416666667,0.875,4.72E-04
BBBHH,24,0.416666667,1,5.39E-04
CDDDB,14,0.416666667,0.583333333,3.15E-04
CDDEE,16,0.416666667,0.666666667,3.59E-04
CDCDC,15,0.416666667,0.625,3.37E-04
CCBCD,21,0.416666667,0.875,4.72E-04
CCBCC,30,0.416666667,1.25,6.74E-04
CCCDC,36,0.416666667,1.5,8.09E-04
CCDCB,22,0.416666667,0.916666667,4.94E-04
CCFCC,23,0.416666667,0.958333333,5.17E-04
FCDDD,15,0.416666667,0.625,3.37E-04
DDDBC,12,0.416666667,0.5,2.70E-04
DDDCD,23,0.416666667,0.958333333,5.17E-04
DCCDC,21,0.416666667,0.875,4.72E-04
FHHHH,16,0.416666667,0.666666667,3.59E-04
DCEED,12,0.416666667,0.5,2.70E-04
CFCBC,25,0.416666667,1.041666667,5.62E-04
CFCCC,21,0.416666667,0.875,4.72E-04
CDBBBB,13,0.416666667,0.541666667,2.92E-04
EBBBBB,17,0.416666667,0.708333333,3.82E-04
BBCDCC,14,0.416666667,0.583333333,3.15E-04
BBCCCC,14,0.416666667,0.583333333,3.15E-04
CDDDDC,17,0.416666667,0.708333333,3.82E-04
BBBCDD,20,0.416666667,0.833333333,4.50E-04
BBBCCB,15,0.416666667,0.625,3.37E-04
BBBCCC,19,0.416666667,0.791666667,4.27E-04
BBBCBB,18,0.416666667,0.75,4.05E-04
BBBBCB,17,0.416666667,0.708333333,3.82E-04
CCCDDC,18,0.416666667,0.75,4.05E-04
HHHHHC,19,0.416666667,0.791666667,4.27E-04
CDDCDD,14,0.416666667,0.583333333,3.15E-04
CCBBBB,34,0.416666667,1.416666667,7.64E-04
CDDBBB,11,0.416666667,0.458333333,2.47E-04
DDCCDD,17,0.416666667,0.708333333,3.82E-04
CBBBCC,21,0.416666667,0.875,4.72E-04
CBBBBD,12,0.416666667,0.5,2.70E-04
CBBBBC,20,0.416666667,0.833333333,4.50E-04
DCBBBB,14,0.416666667,0.583333333,3.15E-04
DDDDCC,20,0.416666667,0.833333333,4.50E-04
DDDDBB,32,0.416666667,1.333333333,7.19E-04
BDDDDD,25,0.416666667,1.041666667,5.62E-04
BBBBBCD,14,0.416666667,0.583333333,3.15E-04
BBBBBBC,31,0.416666667,1.291666667,6.97E-04
DDDDDDC,21,0.416666667,0.875,4.72E-04
CGG,28,0.375,1.166666667,6.28E-04
HCC,20,0.375,0.833333333,4.49E-04
FBD,18,0.375,0.75,4.04E-04
FBF,16,0.375,0.666666667,3.59E-04
EBD,23,0.375,0.958333333,5.16E-04
HHF,19,0.375,0.791666667,4.26E-04
EBE,43,0.375,1.791666667,9.65E-04
CECD,17,0.375,0.708333333,3.82E-04
CECB,17,0.375,0.708333333,3.82E-04
DDFC,12,0.375,0.5,2.69E-04
HHCD,18,0.375,0.75,4.04E-04
FFFB,12,0.375,0.5,2.69E-04
ECDE,16,0.375,0.666666667,3.59E-04
HHHF,14,0.375,0.583333333,3.14E-04
CFCF,22,0.375,0.916666667,4.94E-04
DECD,25,0.375,1.041666667,5.61E-04
DEEB,20,0.375,0.833333333,4.49E-04
BCFF,21,0.375,0.875,4.71E-04
DEEE,24,0.375,1,5.39E-04
CBCE,16,0.375,0.666666667,3.59E-04
EDDB,21,0.375,0.875,4.71E-04
BDDF,13,0.375,0.541666667,2.92E-04
DFBB,14,0.375,0.583333333,3.14E-04
DFFC,14,0.375,0.583333333,3.14E-04
CCBE,16,0.375,0.666666667,3.59E-04
DFFF,18,0.375,0.75,4.04E-04
DFFD,13,0.375,0.541666667,2.92E-04
EEEC,19,0.375,0.791666667,4.27E-04
CCGG,16,0.375,0.666666667,3.59E-04
DBDD,21,0.375,0.875,4.71E-04
FDDB,16,0.375,0.666666667,3.59E-04
GGGC,16,0.375,0.666666667,3.59E-04
BECD,11,0.375,0.458333333,2.47E-04
BEEB,15,0.375,0.625,3.37E-04
CDEC,22,0.375,0.916666667,4.94E-04
EBBE,29,0.375,1.208333333,6.51E-04
HCDD,14,0.375,0.583333333,3.14E-04
BDDDC,16,0.375,0.666666667,3.59E-04
BCCFC,15,0.375,0.625,3.37E-04
BCCCD,12,0.375,0.5,2.70E-04
CEEDD,12,0.375,0.5,2.70E-04
BBCBC,24,0.375,1,5.39E-04
BBCCE,17,0.375,0.708333333,3.82E-04
BCFCB,14,0.375,0.583333333,3.15E-04
BBBDC,12,0.375,0.5,2.70E-04
BBBEE,23,0.375,0.958333333,5.17E-04
CCBCF,12,0.375,0.5,2.70E-04
CCDCD,12,0.375,0.5,2.70E-04
FCBBC,11,0.375,0.458333333,2.47E-04
CBBDD,19,0.375,0.791666667,4.27E-04
CBBBD,14,0.375,0.583333333,3.15E-04
DDCBC,15,0.375,0.625,3.37E-04
CBCBC,20,0.375,0.833333333,4.49E-04
CCFCD,13,0.375,0.541666667,2.92E-04
HHHBB,23,0.375,0.958333333,5.17E-04
HHHHB,17,0.375,0.708333333,3.82E-04
FBBBC,12,0.375,0.5,2.70E-04
FBBBB,29,0.375,1.208333333,6.51E-04
DCCCB,14,0.375,0.583333333,3.15E-04
DCCBC,21,0.375,0.875,4.72E-04
EEDDE,12,0.375,0.5,2.70E-04
CHHHH,16,0.375,0.666666667,3.59E-04
CFBBB,17,0.375,0.708333333,3.82E-04
DBBDD,20,0.375,0.833333333,4.49E-04
BCCBBB,14,0.375,0.583333333,3.15E-04
BBBDBB,18,0.375,0.75,4.05E-04
BBDBBB,19,0.375,0.791666667,4.27E-04
CCCCBB,22,0.375,0.916666667,4.94E-04
CCBCBB,10,0.375,0.416666667,2.25E-04
CDDCCB,16,0.375,0.666666667,3.60E-04
DDCDDD,18,0.375,0.75,4.05E-04
CBBCCD,13,0.375,0.541666667,2.92E-04
DDCCBB,18,0.375,0.75,4.05E-04
DDCBBB,12,0.375,0.5,2.70E-04
DDDDDE,20,0.375,0.833333333,4.50E-04
DDDDDB,31,0.375,1.291666667,6.97E-04
FHHHHH,15,0.375,0.625,3.37E-04
DCCCDD,13,0.375,0.541666667,2.92E-04
DCCCCB,9,0.375,0.375,2.02E-04
EDDDDD,20,0.375,0.833333333,4.50E-04
DBBBBBB,25,0.375,1.041666667,5.62E-04
CCDDDDD,16,0.375,0.666666667,3.60E-04
BBBDDDD,16,0.375,0.666666667,3.60E-04
HHHHHHC,15,0.375,0.625,3.37E-04
DFE,8,0.333333333,0.333333333,1.80E-04
BBG,35,0.333333333,1.458333333,7.85E-04
